episode_id,queue_id,customers,service_times,delay_times,predicted_wait,actual_wait
58,2,4,"[14, 17, 19, 23]","[10, 0, 0, 0]",73,84.15812941213794
58,3,8,"[12, 15, 15, 17, 8, 16, 21, 7]","[0, 0, 34, 0, 0, 0, 0, 0]",111,143.26322575680413
59,0,12,"[16, 11, 17, 8, 24, 16, 8, 23, 22, 10, 14, 12]","[0, 0, 0, 0, 0, 0, 12, 29, 0, 0, 0, 0]",181,226.39260311994545
59,1,1,[9],[0],9,10.324373409806544
59,2,4,"[15, 11, 14, 15]","[0, 0, 0, 0]",55,52.153038911570974
59,3,9,"[12, 7, 5, 9, 10, 8, 14, 17, 7]","[34, 0, 15, 0, 0, 0, 40, 0, 0]",89,175.9196111256554
59,4,4,"[15, 24, 11, 17]","[12, 0, 0, 0]",67,82.3280283000391
59,5,12,"[25, 25, 6, 8, 25, 9, 15, 13, 16, 17, 22, 21]","[0, 0, 0, 0, 0, 58, 5, 0, 13, 39, 0, 32]",202,353.77827056761777
60,0,5,"[8, 14, 25, 23, 11]","[0, 0, 0, 0, 0]",81,84.9510438876138
60,1,5,"[6, 9, 18, 8, 18]","[0, 0, 38, 0, 0]",59,98.79587818496849
60,2,12,"[23, 5, 16, 23, 5, 24, 13, 24, 16, 13, 20, 8]","[10, 8, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0]",190,220.05506966036333
60,3,4,"[23, 18, 18, 18]","[15, 0, 0, 0]",77,94.67334668125564
61,0,3,"[20, 8, 13]","[5, 0, 0]",41,47.89719226735649
61,1,6,"[6, 13, 9, 9, 10, 18]","[8, 0, 0, 0, 0, 0]",65,72.27020641278989
61,2,11,"[14, 5, 6, 16, 14, 9, 22, 19, 23, 25, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0]",175,188.91731189644867
61,3,11,"[19, 12, 7, 16, 12, 15, 17, 16, 7, 17, 12]","[0, 44, 0, 0, 38, 0, 0, 0, 0, 0, 0]",150,234.1914397129939
62,0,4,"[19, 20, 24, 12]","[0, 28, 0, 0]",75,101.77232701470608
62,1,8,"[8, 15, 21, 6, 11, 12, 18, 6]","[0, 0, 0, 0, 10, 0, 0, 0]",97,104.42813106426195
62,2,9,"[10, 16, 5, 22, 22, 23, 10, 21, 5]","[0, 0, 14, 0, 0, 0, 0, 0, 0]",134,149.14137317257942
62,3,5,"[6, 5, 10, 22, 16]","[0, 0, 42, 0, 0]",59,102.44587942110823
62,4,7,"[22, 25, 23, 21, 18, 21, 7]","[0, 0, 38, 0, 0, 0, 0]",137,172.63560314813395
63,0,6,"[25, 24, 13, 5, 17, 8]","[0, 0, 0, 0, 0, 12]",92,106.69260107354388
63,1,1,[7],[51],7,56.59348834801925
63,2,8,"[22, 24, 10, 25, 14, 9, 8, 22]","[0, 0, 0, 0, 0, 0, 0, 8]",134,143.48430685336618
63,3,5,"[24, 12, 17, 16, 13]","[0, 0, 0, 0, 0]",82,85.74377204496874
63,4,3,"[16, 7, 9]","[0, 0, 0]",32,35.18678652247283
64,0,2,"[10, 25]","[53, 11]",35,96.4238934168399
64,1,12,"[15, 21, 17, 13, 24, 23, 19, 17, 20, 20, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",200,198.70398787787994
64,2,9,"[10, 25, 25, 7, 15, 13, 23, 20, 9]","[0, 0, 0, 0, 0, 21, 0, 0, 0]",147,165.50409603035897
64,3,9,"[9, 5, 12, 19, 7, 5, 23, 11, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",113,114.27445809091562
65,0,2,"[16, 25]","[0, 0]",41,45.265932459237035
65,1,12,"[7, 6, 7, 13, 19, 21, 25, 20, 25, 10, 10, 25]","[0, 50, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0]",188,293.9440314972844
65,2,12,"[24, 13, 8, 11, 7, 10, 24, 16, 25, 11, 15, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0]",175,194.67816020540687
65,3,9,"[20, 8, 14, 19, 7, 16, 6, 19, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",117,121.90053003374283
65,4,7,"[11, 11, 21, 24, 18, 7, 6]","[0, 0, 0, 0, 0, 0, 0]",98,98.48848296116056
65,5,4,"[14, 10, 23, 17]","[0, 0, 0, 0]",64,63.74663136283584
66,0,7,"[5, 23, 16, 21, 22, 8, 7]","[0, 24, 0, 13, 0, 0, 0]",102,142.2116410400264
66,1,9,"[20, 21, 14, 21, 11, 20, 16, 7, 12]","[0, 0, 0, 0, 0, 0, 60, 0, 0]",142,205.8481017231406
67,0,8,"[9, 16, 8, 11, 19, 9, 14, 18]","[58, 0, 0, 0, 0, 0, 0, 8]",104,174.79399485281792
67,1,5,"[11, 5, 25, 7, 18]","[0, 0, 0, 0, 0]",66,68.08035815444256
67,2,1,[12],[0],12,15.088135195490464
67,3,9,"[5, 9, 5, 10, 8, 8, 23, 21, 9]","[0, 11, 0, 0, 0, 0, 0, 54, 15]",98,180.33717394196478
68,0,11,"[8, 15, 11, 24, 14, 16, 23, 24, 21, 11, 5]","[0, 0, 0, 0, 6, 31, 0, 0, 7, 0, 0]",172,215.6356132682088
68,1,3,"[9, 13, 24]","[0, 0, 0]",46,48.67064548874365
69,0,7,"[7, 15, 23, 8, 12, 20, 24]","[0, 0, 0, 27, 0, 0, 0]",109,136.4182755838208
69,1,1,[12],[0],12,15.927247676467182
69,2,11,"[7, 17, 23, 11, 25, 7, 23, 10, 20, 7, 18]","[0, 6, 14, 0, 0, 50, 0, 10, 0, 0, 0]",168,248.92309574606924
69,3,12,"[12, 11, 17, 21, 6, 12, 17, 23, 11, 10, 23, 6]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5]",169,227.63756531760365
69,4,12,"[13, 8, 20, 19, 17, 20, 15, 13, 24, 17, 24, 22]","[40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",212,256.7483975901823
70,0,7,"[24, 23, 7, 13, 22, 6, 22]","[0, 7, 0, 0, 0, 0, 0]",117,121.86784670398339
70,1,8,"[12, 19, 11, 25, 14, 14, 12, 5]","[0, 0, 0, 0, 0, 0, 0, 0]",112,110.8145985578983
70,2,7,"[20, 11, 6, 19, 24, 5, 7]","[0, 0, 5, 0, 7, 0, 0]",92,104.62145492511696
71,0,5,"[25, 23, 5, 11, 20]","[0, 15, 0, 0, 0]",84,102.94339404746925
71,1,10,"[16, 10, 12, 25, 6, 13, 22, 20, 22, 17]","[0, 41, 0, 21, 0, 10, 40, 0, 0, 0]",163,277.5012492280657
72,0,7,"[10, 10, 23, 15, 10, 23, 7]","[0, 0, 0, 0, 0, 14, 0]",98,116.67417121512483
72,1,3,"[14, 25, 15]","[0, 12, 36]",54,101.59647049745531
72,2,1,[22],[0],22,21.66897195947412
72,3,4,"[16, 15, 7, 9]","[0, 0, 0, 0]",47,49.96602268498455
72,4,2,"[10, 16]","[0, 0]",26,23.256719137681618
73,0,1,[5],[0],5,2.9421372729865185
73,1,7,"[16, 24, 15, 22, 15, 22, 16]","[0, 0, 0, 0, 15, 0, 0]",130,148.9774741625277
73,2,11,"[16, 10, 15, 23, 21, 12, 10, 22, 14, 5, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",171,171.31663925923903
73,3,2,"[15, 24]","[0, 0]",39,39.19742517923175
73,4,11,"[18, 12, 20, 7, 22, 5, 5, 24, 10, 24, 6]","[0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0]",153,172.96983628158455
74,0,11,"[23, 12, 20, 24, 7, 6, 17, 15, 8, 9, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]",148,154.29299532665084
74,1,7,"[12, 10, 10, 8, 5, 13, 11]","[0, 0, 0, 0, 0, 0, 0]",69,72.28093518740447
74,2,2,"[12, 16]","[0, 0]",28,25.4963832960426
74,3,12,"[10, 18, 10, 7, 23, 25, 8, 12, 16, 8, 22, 11]","[0, 0, 0, 0, 0, 0, 0, 12, 53, 0, 0, 0]",170,232.3284404270026
74,4,6,"[6, 21, 12, 18, 17, 25]","[0, 0, 0, 0, 53, 0]",99,154.34193044265635
74,5,8,"[5, 12, 18, 5, 17, 16, 19, 14]","[0, 0, 60, 0, 0, 0, 0, 0]",106,168.88280677763967
75,0,6,"[9, 7, 17, 10, 11, 23]","[0, 0, 41, 0, 22, 0]",77,140.56975105522844
75,1,9,"[5, 22, 9, 11, 17, 7, 13, 24, 19]","[0, 0, 0, 0, 0, 0, 0, 35, 0]",127,161.75466134620905
75,2,12,"[6, 23, 14, 10, 18, 18, 14, 16, 11, 8, 15, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]",163,174.11466771646778
75,3,2,"[17, 17]","[0, 22]",34,60.20344767165331
75,4,7,"[20, 20, 14, 6, 16, 24, 9]","[9, 0, 0, 11, 0, 9, 0]",109,138.76805172998687
75,5,5,"[20, 6, 7, 9, 16]","[0, 0, 0, 0, 0]",58,60.598892519293926
76,0,6,"[8, 12, 11, 8, 17, 7]","[0, 9, 0, 0, 0, 0]",63,76.6531714036986
76,1,6,"[16, 24, 11, 15, 8, 18]","[0, 8, 0, 0, 0, 0]",92,103.13984768442454
76,2,6,"[17, 17, 7, 10, 23, 11]","[0, 0, 0, 0, 39, 0]",85,121.23586368775175
76,3,12,"[15, 24, 20, 11, 11, 17, 23, 17, 7, 8, 10, 7]","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170,177.63293366266447
77,0,1,[14],[0],14,12.988965028703213
77,1,1,[21],[0],21,24.442152958357084
77,2,10,"[15, 8, 16, 15, 24, 5, 19, 16, 9, 25]","[0, 8, 0, 0, 0, 0, 0, 0, 0, 50]",152,207.06902376953855
77,3,8,"[8, 11, 20, 24, 25, 12, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 7]",121,132.96792976708184
77,4,12,"[8, 6, 17, 22, 10, 15, 15, 7, 6, 23, 18, 24]","[0, 0, 25, 0, 0, 6, 0, 0, 0, 33, 0, 0]",171,239.58321434375256
77,5,2,"[19, 17]","[0, 0]",36,37.31346521165048
78,0,5,"[7, 25, 6, 24, 6]","[25, 0, 0, 0, 0]",68,96.85759258586303
78,1,6,"[8, 15, 19, 10, 20, 25]","[0, 0, 0, 0, 0, 0]",97,98.33186651762907
78,2,10,"[20, 12, 19, 5, 12, 18, 24, 24, 14, 24]","[0, 0, 0, 12, 0, 0, 0, 8, 7, 0]",172,197.03745941654225
78,3,3,"[7, 7, 5]","[0, 0, 12]",19,34.70703499770177
78,4,7,"[16, 14, 23, 9, 23, 25, 12]","[0, 0, 0, 0, 0, 0, 23]",122,149.78868130950104
78,5,11,"[7, 24, 18, 13, 8, 16, 22, 19, 11, 25, 24]","[0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0]",187,210.80698429609484
79,0,8,"[20, 21, 25, 12, 8, 7, 8, 19]","[0, 36, 0, 0, 0, 0, 0, 0]",120,160.92434807546547
79,1,8,"[6, 22, 6, 12, 19, 24, 20, 15]","[0, 0, 0, 0, 0, 6, 10, 0]",124,142.84707144731829
79,2,3,"[14, 17, 5]","[0, 0, 0]",36,38.79990976711382
79,3,5,"[8, 20, 8, 10, 17]","[0, 0, 0, 0, 0]",63,65.60123837477964
80,0,3,"[5, 9, 14]","[31, 12, 0]",28,74.52434280910056
80,1,8,"[22, 20, 15, 16, 13, 6, 9, 14]","[0, 0, 0, 6, 0, 0, 0, 14]",115,135.20987197088317
80,2,1,[24],[0],24,22.151337014730125
80,3,7,"[16, 11, 19, 7, 19, 7, 7]","[0, 0, 0, 0, 0, 0, 0]",86,90.39847846119908
80,4,6,"[23, 7, 24, 25, 15, 23]","[0, 0, 45, 0, 0, 0]",117,162.37448395517436
81,0,9,"[23, 11, 17, 19, 20, 24, 15, 12, 10]","[0, 0, 0, 0, 0, 36, 0, 0, 0]",151,185.11113775009673
81,1,1,[15],[8],15,22.580401603412028
82,0,1,[15],[0],15,16.583809198743396
82,1,11,"[18, 25, 10, 21, 13, 15, 13, 5, 21, 16, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",170,170.34325137654494
83,0,12,"[21, 20, 19, 5, 17, 9, 20, 11, 10, 17, 5, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]",179,191.66748249660418
83,1,8,"[20, 25, 14, 15, 8, 17, 8, 23]","[0, 0, 0, 0, 0, 0, 0, 0]",130,127.3025780351743
83,2,7,"[11, 22, 12, 14, 13, 9, 12]","[0, 0, 0, 0, 0, 0, 13]",93,108.2346633933831
83,3,4,"[13, 20, 23, 12]","[0, 0, 0, 0]",68,65.92430465617663
83,4,7,"[12, 18, 21, 11, 9, 11, 22]","[0, 0, 25, 0, 11, 0, 0]",104,140.71952567468958
84,0,10,"[22, 25, 15, 18, 14, 12, 18, 12, 9, 24]","[0, 15, 0, 0, 39, 12, 0, 0, 34, 0]",169,268.2237262893994
84,1,6,"[21, 19, 16, 6, 21, 19]","[0, 0, 0, 0, 0, 0]",102,103.89287055094384
85,0,11,"[12, 14, 10, 5, 25, 21, 21, 7, 10, 22, 6]","[0, 0, 0, 0, 0, 6, 9, 0, 0, 0, 0]",153,172.38773051201363
85,1,2,"[6, 11]","[0, 0]",17,15.740927173958346
86,0,5,"[15, 5, 14, 7, 9]","[0, 0, 9, 0, 38]",50,101.03965379937081
86,1,11,"[10, 10, 17, 23, 19, 21, 8, 20, 25, 22, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",187,189.03372894365717
86,2,3,"[14, 19, 19]","[0, 0, 0]",52,49.80607359476227
87,0,1,[13],[0],13,11.209175489572496
87,1,1,[15],[14],15,26.731870312930447
88,0,9,"[23, 24, 16, 8, 22, 10, 25, 5, 5]","[0, 0, 7, 0, 0, 0, 38, 0, 0]",138,180.63443756250084
88,1,4,"[8, 16, 11, 18]","[0, 0, 0, 0]",53,56.15472833466539
88,2,3,"[24, 18, 25]","[0, 0, 0]",67,65.49037520170272
88,3,3,"[22, 13, 16]","[0, 0, 0]",51,48.09240889295923
88,4,11,"[6, 23, 9, 9, 9, 20, 18, 22, 10, 5, 12]","[26, 0, 0, 20, 0, 0, 0, 0, 0, 29, 0]",143,215.81317768254414
89,0,9,"[16, 16, 24, 6, 21, 25, 12, 13, 21]","[7, 0, 0, 0, 0, 0, 41, 0, 0]",154,201.74509792688337
89,1,3,"[17, 9, 24]","[0, 57, 0]",50,109.87133710730211
89,2,1,[13],[6],13,16.586145055664133
89,3,9,"[7, 23, 6, 17, 15, 25, 17, 15, 12]","[0, 0, 0, 0, 0, 0, 14, 0, 0]",137,152.4653310972754
89,4,6,"[15, 12, 12, 17, 10, 18]","[0, 0, 0, 0, 0, 0]",84,88.89687354373648
90,0,1,[9],[0],9,13.80574959389937
90,1,12,"[25, 5, 18, 17, 20, 22, 5, 23, 14, 14, 13, 23]","[0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0]",199,228.60417040936537
90,2,7,"[20, 15, 18, 25, 10, 6, 7]","[0, 0, 0, 10, 0, 0, 0]",101,112.66041953381247
90,3,2,"[21, 10]","[0, 0]",31,34.08142046322043
90,4,11,"[15, 23, 15, 12, 22, 22, 17, 18, 7, 9, 22]","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34]",182,257.2761206706284
90,5,12,"[11, 24, 23, 8, 15, 18, 22, 14, 6, 10, 11, 6]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",168,186.87027334147993
91,0,5,"[21, 13, 24, 17, 25]","[0, 0, 15, 0, 0]",100,119.13347169439501
91,1,10,"[16, 17, 8, 14, 20, 20, 17, 16, 8, 21]","[0, 0, 50, 0, 0, 0, 0, 0, 0, 59]",157,268.496529116476
91,2,9,"[21, 5, 21, 23, 23, 20, 20, 19, 15]","[0, 0, 0, 0, 20, 0, 0, 0, 0]",167,184.8986550972149
92,0,5,"[15, 6, 18, 24, 8]","[0, 0, 0, 0, 0]",71,74.55239286470297
92,1,6,"[14, 16, 5, 22, 17, 5]","[0, 10, 0, 6, 0, 0]",79,92.36404032664636
92,2,8,"[25, 7, 11, 19, 17, 14, 16, 7]","[0, 0, 0, 0, 0, 22, 0, 0]",116,139.9246375139315
92,3,2,"[6, 23]","[0, 0]",29,28.17737111553254
92,4,5,"[14, 14, 7, 21, 14]","[0, 0, 0, 0, 0]",70,72.59150683912395
93,0,6,"[9, 12, 9, 8, 24, 8]","[0, 0, 0, 0, 0, 0]",70,72.99269871733469
93,1,10,"[25, 14, 18, 25, 16, 18, 20, 14, 16, 20]","[0, 0, 15, 0, 12, 0, 13, 32, 0, 0]",186,257.88449153764367
93,2,7,"[21, 9, 16, 5, 8, 20, 13]","[0, 0, 0, 0, 0, 10, 0]",92,102.22600439454358
93,3,4,"[12, 21, 24, 19]","[0, 0, 0, 14]",76,87.494265577027
93,4,1,[7],[0],7,4.4314243075083635
93,5,4,"[14, 20, 12, 18]","[0, 0, 22, 0]",64,85.63904425789696
94,0,4,"[10, 17, 6, 22]","[0, 0, 0, 0]",55,56.01130490747254
94,1,4,"[18, 17, 21, 25]","[0, 0, 0, 0]",81,78.90493130756896
94,2,5,"[20, 10, 5, 20, 21]","[0, 0, 0, 0, 41]",76,118.01261690337606
94,3,2,"[16, 23]","[0, 12]",39,50.75219984837294
95,0,5,"[24, 25, 25, 15, 9]","[0, 12, 0, 0, 0]",98,110.04523529523502
95,1,7,"[15, 23, 14, 7, 12, 15, 22]","[0, 52, 0, 0, 0, 0, 0]",108,162.5248444826631
96,0,9,"[6, 18, 23, 24, 14, 16, 19, 9, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",137,137.95451205379123
96,1,8,"[11, 8, 18, 25, 19, 11, 8, 24]","[0, 11, 28, 13, 0, 0, 0, 0]",124,177.94035619642108
96,2,12,"[22, 16, 13, 23, 6, 18, 9, 16, 24, 22, 18, 6]","[0, 0, 0, 0, 0, 0, 0, 21, 40, 0, 0, 0]",193,258.04145667607054
96,3,2,"[6, 10]","[0, 0]",16,16.24164678478875
96,4,8,"[5, 13, 18, 16, 7, 15, 21, 24]","[0, 0, 10, 0, 0, 0, 0, 51]",119,179.65443049028212
97,0,2,"[10, 10]","[0, 39]",20,58.24784626591142
97,1,10,"[23, 8, 15, 18, 22, 11, 5, 14, 17, 7]","[0, 0, 0, 0, 0, 0, 0, 35, 0, 0]",140,179.61799574673316
97,2,8,"[15, 6, 9, 23, 16, 22, 15, 16]","[0, 0, 0, 0, 0, 0, 0, 0]",122,122.04409713912217
97,3,3,"[10, 23, 22]","[0, 0, 0]",55,58.218270999551365
97,4,5,"[19, 8, 7, 11, 21]","[10, 0, 11, 0, 0]",66,89.07638529076678
97,5,4,"[25, 8, 14, 9]","[0, 0, 0, 0]",56,58.84463213578144
98,0,8,"[7, 8, 12, 20, 7, 21, 20, 5]","[0, 0, 0, 0, 0, 0, 0, 0]",100,98.9743227955926
98,1,10,"[23, 24, 11, 10, 16, 16, 6, 7, 24, 13]","[59, 0, 0, 0, 0, 0, 0, 0, 12, 9]",150,233.66824872876097
98,2,3,"[25, 5, 16]","[10, 10, 0]",46,66.26838363254522
98,3,6,"[14, 14, 8, 7, 15, 11]","[0, 10, 0, 51, 0, 0]",69,129.4615665490544
98,4,9,"[22, 17, 22, 16, 24, 24, 24, 16, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",180,183.64014006650683
99,0,8,"[15, 6, 5, 14, 18, 16, 9, 19]","[0, 0, 0, 14, 0, 0, 0, 0]",102,116.86167067698504
99,1,3,"[12, 22, 13]","[0, 0, 0]",47,49.96500082637616
99,2,4,"[5, 25, 17, 6]","[0, 0, 8, 0]",53,61.386327937599425
99,3,10,"[14, 24, 25, 12, 15, 20, 6, 17, 14, 8]","[0, 0, 0, 0, 0, 0, 11, 0, 0, 0]",155,169.3768721413133
100,0,1,[9],[0],9,12.884808026623919
100,1,9,"[15, 5, 18, 16, 15, 24, 11, 13, 11]","[0, 0, 0, 13, 0, 0, 0, 0, 0]",128,144.69854737596697
100,2,8,"[25, 15, 20, 16, 20, 20, 7, 6]","[0, 0, 0, 0, 0, 0, 7, 10]",129,148.7601059815638
100,3,1,[23],[0],23,26.73196803818764
101,0,12,"[18, 21, 23, 21, 18, 6, 15, 19, 21, 19, 14, 6]","[0, 21, 31, 0, 0, 0, 0, 0, 0, 0, 58, 0]",201,310.4944574082288
101,1,3,"[10, 7, 8]","[0, 0, 0]",25,26.15549548163975
101,2,6,"[17, 20, 7, 21, 11, 13]","[0, 0, 0, 0, 0, 0]",89,86.5871452536748
101,3,12,"[16, 19, 18, 14, 14, 8, 6, 25, 6, 19, 11, 20]","[0, 0, 56, 0, 0, 0, 0, 0, 40, 22, 52, 0]",176,343.85310928847895
101,4,2,"[24, 11]","[0, 0]",35,37.555747914685725
102,0,12,"[17, 23, 22, 23, 7, 9, 16, 10, 12, 16, 13, 24]","[0, 13, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0]",192,225.05750778238098
102,1,8,"[14, 22, 11, 11, 12, 19, 14, 16]","[0, 0, 0, 23, 0, 0, 0, 0]",119,145.0266294208981
102,2,3,"[24, 18, 21]","[0, 0, 0]",63,62.20499877370316
102,3,6,"[21, 6, 19, 14, 17, 20]","[0, 0, 0, 0, 0, 6]",97,107.0726951676239
102,4,11,"[10, 5, 15, 23, 9, 7, 20, 9, 18, 14, 5]","[13, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0]",135,161.51079166479238
103,0,9,"[17, 10, 15, 6, 13, 17, 17, 18, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",128,125.11844086453469
103,1,4,"[15, 16, 22, 5]","[8, 0, 0, 0]",58,66.68968267103781
103,2,6,"[9, 15, 10, 21, 24, 12]","[8, 0, 43, 12, 0, 48]",91,201.48276184298072
103,3,12,"[11, 12, 17, 22, 20, 22, 21, 10, 18, 20, 25, 25]","[38, 0, 0, 0, 8, 0, 0, 0, 0, 0, 5, 0]",223,277.05838837621457
103,4,6,"[15, 17, 14, 18, 24, 13]","[0, 0, 0, 0, 0, 10]",101,115.90639804024752
104,0,10,"[23, 7, 21, 16, 9, 5, 25, 6, 19, 6]","[0, 0, 0, 0, 13, 0, 0, 0, 0, 0]",137,152.27911273356216
104,1,6,"[6, 9, 17, 24, 16, 17]","[0, 0, 0, 0, 0, 0]",89,92.54190158736196
104,2,5,"[6, 24, 5, 11, 21]","[6, 40, 0, 7, 0]",67,117.07727659298766
104,3,1,[13],[0],13,13.952639781348598
105,0,8,"[17, 6, 15, 12, 19, 20, 10, 21]","[38, 0, 0, 12, 0, 22, 0, 0]",120,194.33134693121178
105,1,5,"[15, 25, 5, 12, 13]","[0, 0, 0, 0, 0]",70,74.73571476241791
105,2,4,"[13, 19, 21, 25]","[0, 0, 0, 0]",78,80.55132910390955
105,3,7,"[25, 10, 8, 8, 12, 7, 15]","[0, 0, 0, 0, 0, 0, 39]",85,127.40538344250949
105,4,6,"[11, 8, 25, 8, 8, 11]","[0, 0, 0, 0, 40, 0]",71,111.94343222381278
106,0,4,"[12, 16, 24, 24]","[12, 0, 0, 0]",76,85.97642382158894
106,1,9,"[20, 9, 20, 19, 8, 5, 18, 15, 10]","[0, 0, 0, 0, 7, 0, 0, 0, 0]",124,134.77921784345776
106,2,11,"[25, 14, 12, 14, 23, 14, 10, 15, 8, 12, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",162,165.3707055312634
106,3,11,"[5, 13, 20, 11, 6, 20, 12, 23, 21, 23, 18]","[40, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]",172,217.23627121894202
107,0,4,"[25, 6, 11, 20]","[0, 0, 22, 0]",62,81.17789608996696
107,1,7,"[24, 22, 13, 7, 21, 7, 22]","[9, 0, 0, 7, 0, 7, 6]",116,148.0142685455005
107,2,10,"[18, 7, 19, 20, 5, 21, 6, 14, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",123,121.6871803606629
107,3,7,"[13, 10, 12, 9, 13, 15, 12]","[0, 0, 0, 0, 0, 0, 0]",84,85.32068351548304
108,0,4,"[23, 8, 13, 23]","[0, 0, 0, 0]",67,70.12525395844732
108,1,1,[23],[0],23,22.06792945867269
109,0,12,"[22, 14, 8, 22, 21, 13, 18, 11, 7, 15, 18, 17]","[0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 11, 0]",186,221.72757853245434
109,1,2,"[15, 7]","[0, 0]",22,25.041046554750963
109,2,9,"[16, 16, 11, 17, 21, 15, 14, 21, 5]","[0, 0, 0, 0, 7, 0, 0, 0, 0]",136,140.79351894108962
109,3,11,"[17, 9, 16, 18, 21, 15, 23, 5, 11, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0]",147,182.35399960132034
109,4,2,"[10, 18]","[0, 31]",28,59.601070868732606
110,0,3,"[17, 9, 12]","[0, 0, 0]",38,40.380144243838956
110,1,4,"[8, 19, 10, 10]","[0, 0, 0, 0]",47,46.42685904741894
110,2,5,"[16, 5, 14, 14, 22]","[0, 0, 0, 0, 0]",71,69.10048809269433
111,0,4,"[17, 13, 21, 20]","[0, 0, 0, 0]",71,69.11195518422134
111,1,11,"[10, 8, 20, 9, 6, 5, 15, 10, 11, 8, 13]","[7, 0, 15, 0, 0, 0, 0, 0, 32, 10, 10]",115,187.053293509324
111,2,8,"[15, 17, 12, 6, 23, 6, 13, 11]","[0, 28, 0, 0, 0, 0, 0, 0]",103,134.74678009492004
111,3,8,"[10, 10, 10, 19, 14, 12, 10, 19]","[0, 12, 7, 39, 0, 0, 23, 0]",104,185.3485846459434
112,0,9,"[23, 15, 16, 22, 14, 11, 16, 25, 11]","[0, 0, 0, 23, 0, 0, 0, 0, 0]",153,175.74895425421204
112,1,8,"[16, 6, 20, 22, 15, 25, 11, 14]","[15, 0, 0, 0, 0, 0, 0, 0]",129,147.93979197829205
112,2,5,"[14, 25, 20, 8, 11]","[0, 0, 0, 0, 0]",78,76.45513530550937
112,3,12,"[21, 19, 15, 25, 5, 25, 25, 21, 12, 21, 7, 22]","[0, 0, 15, 38, 0, 0, 0, 15, 0, 0, 0, 0]",218,283.4665145626566
112,4,2,"[19, 10]","[0, 0]",29,30.706802943421813
113,0,9,"[20, 23, 13, 20, 8, 12, 19, 21, 8]","[0, 7, 10, 0, 0, 11, 28, 0, 0]",144,203.30739655493642
113,1,2,"[20, 25]","[0, 0]",45,49.13590775150485
113,2,1,[16],[0],16,13.97901364471382
113,3,3,"[5, 12, 19]","[20, 0, 0]",36,53.72260502355582
113,4,6,"[5, 18, 16, 18, 6, 14]","[0, 0, 0, 0, 0, 0]",77,76.41889790728811
114,0,3,"[22, 5, 17]","[0, 0, 0]",44,44.55999150792123
114,1,4,"[16, 18, 14, 21]","[0, 0, 25, 0]",69,95.87632754959026
114,2,8,"[16, 8, 7, 25, 21, 9, 7, 19]","[0, 14, 0, 0, 35, 13, 8, 0]",112,183.87220965623672
114,3,8,"[15, 17, 8, 7, 7, 13, 6, 17]","[0, 51, 0, 0, 0, 6, 0, 0]",90,144.51936963066564
115,0,10,"[23, 23, 12, 14, 18, 20, 9, 18, 16, 20]","[0, 0, 11, 0, 0, 33, 6, 0, 0, 0]",173,222.31181758802268
115,1,8,"[12, 21, 17, 12, 7, 15, 16, 7]","[0, 0, 0, 0, 0, 0, 23, 10]",107,142.14292426952437
115,2,8,"[21, 9, 6, 18, 17, 8, 19, 21]","[39, 0, 0, 50, 0, 0, 0, 6]",119,211.99605600515977
